word_dim,depth,num_heads,num_trainable_params,train_losses,train_accuracies,test_loss,test_accuracy,test_weighted_accuracy,test_f1_score,test_confidence_score
256,4,4,3294980,"[1.6996954679489136, 1.704822301864624, 1.7255020141601562, 1.6934202909469604, 1.650588870048523, 1.6819099187850952, 1.666869044303894, 1.7023741006851196, 1.665755033493042, 1.6771153211593628, 1.6739846467971802, 1.6667866706848145, 1.6663211584091187, 1.6721060276031494, 1.7037490606307983, 1.669293999671936, 1.6666706800460815, 1.6298943758010864, 1.66630220413208, 1.669013261795044, 1.6913750171661377, 1.6832479238510132, 1.6268194913864136, 1.711951494216919, 1.6489094495773315, 1.6247503757476807, 1.6538848876953125, 1.681256651878357, 1.6639652252197266, 1.631162405014038, 1.6170059442520142, 1.6128833293914795, 1.6058484315872192, 1.710869550704956, 1.6303852796554565, 1.6283950805664062, 1.6638954877853394, 1.6034400463104248, 1.5958069562911987, 1.662213921546936, 1.6153656244277954, 1.660053014755249, 1.603594422340393, 1.5941773653030396, 1.6774877309799194, 1.6605784893035889, 1.5901609659194946, 1.6249313354492188, 1.6011102199554443, 1.5483317375183105, 1.5894674062728882, 1.6530035734176636, 1.5819575786590576, 1.5885802507400513, 1.6115754842758179, 1.5847058296203613, 1.5769859552383423, 1.6142019033432007, 1.6031126976013184, 1.5814502239227295, 1.6218414306640625, 1.6172019243240356, 1.5888606309890747, 1.6024787425994873, 1.5825860500335693, 1.5921428203582764, 1.5963436365127563, 1.6309040784835815, 1.6177741289138794, 1.559467077255249, 1.571176528930664, 1.579569935798645, 1.569318413734436, 1.5792475938796997, 1.572718620300293, 1.5808595418930054, 1.5550347566604614, 1.6108496189117432, 1.528091311454773, 1.5546307563781738, 1.5895217657089233, 1.5736974477767944, 1.5912460088729858, 1.556396484375, 1.5724421739578247, 1.5672727823257446, 1.5549352169036865, 1.5614657402038574, 1.5755436420440674, 1.5905132293701172, 1.5609740018844604, 1.5621980428695679, 1.5529332160949707, 1.5542196035385132, 1.5935688018798828, 1.5543267726898193, 1.5615110397338867, 1.5687191486358643, 1.5766093730926514, 1.5350171327590942, 1.59867525100708, 1.5686557292938232, 1.5222171545028687, 1.56477689743042, 1.5404590368270874, 1.5417251586914062, 1.5421234369277954, 1.5821083784103394, 1.5606108903884888, 1.5735169649124146, 1.5693790912628174, 1.5825064182281494, 1.536475658416748, 1.5634249448776245, 1.5510069131851196, 1.574446439743042, 1.5473461151123047, 1.556596279144287, 1.563698172569275, 1.550299048423767, 1.5520405769348145, 1.5510566234588623, 1.5326213836669922, 1.566698431968689, 1.5094938278198242, 1.5220537185668945, 1.5401197671890259, 1.5475801229476929, 1.5486572980880737, 1.5133274793624878, 1.4992448091506958, 1.5016928911209106, 1.5107381343841553, 1.5444865226745605, 1.5082859992980957, 1.528800129890442, 1.4999752044677734, 1.5174840688705444, 1.482024073600769, 1.5097159147262573, 1.5482710599899292, 1.5165587663650513, 1.5402519702911377, 1.5126841068267822, 1.4868489503860474, 1.518532156944275, 1.5015803575515747, 1.509400486946106, 1.4916458129882812, 1.522535800933838, 1.4957014322280884, 1.5326796770095825, 1.5493175983428955, 1.511681079864502, 1.4828051328659058, 1.4786376953125, 1.5224010944366455, 1.5220626592636108, 1.5067189931869507, 1.512052297592163, 1.4901987314224243, 1.5105997323989868, 1.521570086479187, 1.5256717205047607, 1.499840259552002, 1.49281644821167, 1.4892739057540894, 1.5158201456069946, 1.5015645027160645, 1.5119946002960205, 1.456082820892334, 1.4776264429092407, 1.4738749265670776, 1.4743682146072388, 1.496133804321289, 1.4969050884246826, 1.5085350275039673, 1.4806773662567139, 1.4923686981201172, 1.448948860168457, 1.5076607465744019, 1.521937370300293, 1.5108803510665894, 1.4871567487716675, 1.4805511236190796, 1.465085744857788, 1.4798675775527954, 1.4795076847076416, 1.5087019205093384, 1.484114408493042, 1.4874628782272339, 1.4645940065383911, 1.5036189556121826, 1.5102354288101196, 1.5014976263046265, 1.4722352027893066, 1.470694661140442, 1.513738751411438, 1.4609096050262451, 1.4839667081832886]","[0.2594476640224457, 0.27034884691238403, 0.24927325546741486, 0.2594476640224457, 0.2761628031730652, 0.2485465109348297, 0.2616279125213623, 0.25, 0.2797965109348297, 0.27398255467414856, 0.25436046719551086, 0.2565406858921051, 0.2681685984134674, 0.28052327036857605, 0.23546510934829712, 0.2747093141078949, 0.27906978130340576, 0.25726744532585144, 0.2797965109348297, 0.25436046719551086, 0.2594476640224457, 0.25726744532585144, 0.2994185984134674, 0.23982557654380798, 0.26598837971687317, 0.2827034890651703, 0.25726744532585144, 0.24055232107639313, 0.2630814015865326, 0.2630814015865326, 0.27398255467414856, 0.2863371968269348, 0.26744186878204346, 0.25218021869659424, 0.26598837971687317, 0.27398255467414856, 0.2579941749572754, 0.28125, 0.28851744532585144, 0.2645348906517029, 0.27543604373931885, 0.23909883201122284, 0.29505813121795654, 0.2957848906517029, 0.2514534890651703, 0.2434592992067337, 0.2863371968269348, 0.26598837971687317, 0.30014535784721375, 0.29215115308761597, 0.26526162028312683, 0.28052327036857605, 0.27688953280448914, 0.2827034890651703, 0.27906978130340576, 0.2906976640224457, 0.2863371968269348, 0.2681685984134674, 0.27398255467414856, 0.271075576543808, 0.27252906560897827, 0.26889535784721375, 0.2747093141078949, 0.2797965109348297, 0.2892441749572754, 0.26380813121795654, 0.2783430218696594, 0.26744186878204346, 0.2681685984134674, 0.27543604373931885, 0.27688953280448914, 0.27398255467414856, 0.3008720874786377, 0.260174423456192, 0.27688953280448914, 0.30014535784721375, 0.2979651093482971, 0.27034884691238403, 0.3059593141078949, 0.2776162922382355, 0.28997093439102173, 0.2776162922382355, 0.25872093439102173, 0.3059593141078949, 0.28343021869659424, 0.27034884691238403, 0.30159884691238403, 0.27688953280448914, 0.2928779125213623, 0.26235464215278625, 0.2667151093482971, 0.2718023359775543, 0.2797965109348297, 0.291424423456192, 0.26380813121795654, 0.28851744532585144, 0.2718023359775543, 0.2594476640224457, 0.271075576543808, 0.2994185984134674, 0.2616279125213623, 0.28125, 0.2979651093482971, 0.2979651093482971, 0.29215115308761597, 0.28997093439102173, 0.28706395626068115, 0.2696220874786377, 0.29723837971687317, 0.26235464215278625, 0.27252906560897827, 0.26380813121795654, 0.28997093439102173, 0.2827034890651703, 0.27688953280448914, 0.2718023359775543, 0.28343021869659424, 0.26889535784721375, 0.2877906858921051, 0.2892441749572754, 0.26889535784721375, 0.28125, 0.29360464215278625, 0.2761628031730652, 0.28343021869659424, 0.27906978130340576, 0.28052327036857605, 0.28561046719551086, 0.26598837971687317, 0.2994185984134674, 0.2892441749572754, 0.3074128031730652, 0.2696220874786377, 0.2906976640224457, 0.3110465109348297, 0.28561046719551086, 0.29505813121795654, 0.30813953280448914, 0.31031978130340576, 0.27906978130340576, 0.28052327036857605, 0.3059593141078949, 0.26889535784721375, 0.2797965109348297, 0.2928779125213623, 0.27906978130340576, 0.28997093439102173, 0.29360464215278625, 0.2979651093482971, 0.28561046719551086, 0.29651162028312683, 0.2979651093482971, 0.27688953280448914, 0.25872093439102173, 0.29215115308761597, 0.3110465109348297, 0.3008720874786377, 0.28343021869659424, 0.2994185984134674, 0.28997093439102173, 0.2906976640224457, 0.3074128031730652, 0.2718023359775543, 0.2957848906517029, 0.30159884691238403, 0.2863371968269348, 0.2877906858921051, 0.28197672963142395, 0.29505813121795654, 0.29505813121795654, 0.322674423456192, 0.3045058250427246, 0.291424423456192, 0.30668604373931885, 0.2797965109348297, 0.28706395626068115, 0.26889535784721375, 0.30159884691238403, 0.3030523359775543, 0.29651162028312683, 0.2979651093482971, 0.2696220874786377, 0.2732558250427246, 0.2848837077617645, 0.3088662922382355, 0.3030523359775543, 0.28197672963142395, 0.2943314015865326, 0.28052327036857605, 0.30159884691238403, 0.28706395626068115, 0.30014535784721375, 0.2776162922382355, 0.27906978130340576, 0.291424423456192, 0.29360464215278625, 0.29505813121795654, 0.2681685984134674, 0.302325576543808, 0.29723837971687317]",1.3172737,0.3492407809110629,0.2894140266299357,0.20354294118247832,0.3503463
